Timestamp,Latitude,Longitude,Elevation,Speed
1742919162.0,49.38436333,1.06921667,121.1,0.0
1742919163.0,49.38437333,1.069205,119.7,0.0
1742919164.0,49.38436833,1.06918833,119.7,0.0
1742919165.0,49.38439167,1.06920333,117.9,0.0
1742919166.0,49.38439667,1.06920833,117.9,0.0
1742919167.0,49.3844,1.0692,118.0,0.0
1742919168.0,49.38439667,1.06920333,117.9,0.0
1742919169.0,49.384405,1.06919,117.8,0.0
1742919170.0,49.38441333,1.06917,118.0,0.0
1742919171.0,49.38441333,1.06915667,118.2,0.0
1742919172.0,49.38441,1.06913,118.4,0.0
1742919173.0,49.38440333,1.06910833,118.4,0.0
1742919174.0,49.38439333,1.06905167,121.6,0.0
1742919175.0,49.384385,1.06901333,123.0,0.0
1742919176.0,49.38438,1.06899833,123.3,0.0
1742919177.0,49.38436833,1.068975,123.6,0.0
1742919178.0,49.38436833,1.06896167,123.8,0.0
1742919179.0,49.38435667,1.06895,124.1,0.0
1742919180.0,49.38434167,1.06893667,124.4,0.0
1742919181.0,49.38433667,1.06891,124.7,0.0
1742919182.0,49.384345,1.06888833,125.2,0.0
1742919183.0,49.38432667,1.06886667,125.6,1.523
1742919184.0,49.38432667,1.06887,126.3,1.411
1742919185.0,49.38430667,1.06884833,126.8,0.0
1742919186.0,49.38430333,1.06883667,127.2,0.0
1742919187.0,49.38430333,1.068835,127.6,0.0
1742919188.0,49.38431833,1.06884167,128.0,0.0
1742919189.0,49.38432667,1.06884667,128.2,0.0
1742919190.0,49.38432833,1.06884167,128.3,0.0
1742919191.0,49.38432333,1.06882167,128.8,0.84
1742919192.0,49.38431667,1.068815,129.1,0.73
1742919193.0,49.38431833,1.068815,129.4,0.0
1742919194.0,49.38429,1.06881333,129.1,0.0
1742919195.0,49.38429833,1.068805,128.8,0.0
1742919196.0,49.384305,1.06879167,128.9,0.0
1742919197.0,49.38435167,1.06869667,129.2,0.0
1742919198.0,49.38438667,1.06865167,128.9,0.0
1742919199.0,49.38444167,1.068625,130.0,0.0
1742919200.0,49.38448167,1.068595,131.3,0.0
1742919201.0,49.384505,1.06858833,131.7,0.0
1742919202.0,49.38452833,1.06858,132.0,0.0
1742919203.0,49.38453833,1.06857833,132.8,0.0
1742919204.0,49.38455667,1.068585,133.5,0.0
1742919205.0,49.38457,1.06859667,134.3,0.0
1742919206.0,49.38455167,1.0686,134.9,0.0
1742919207.0,49.38453167,1.068615,135.0,0.0
1742919208.0,49.38452333,1.06863167,135.2,0.0
1742919209.0,49.38451333,1.06863667,135.2,1.203
1742919210.0,49.38449833,1.06863667,134.9,0.0
1742919211.0,49.38449333,1.06864333,135.2,0.0
1742919212.0,49.38449167,1.068645,134.9,0.0
1742919213.0,49.38449167,1.06864333,134.7,0.896
1742919214.0,49.38449,1.06863333,134.7,0.0
1742919215.0,49.384485,1.06863,134.7,0.0
1742919216.0,49.38447833,1.06862333,134.6,0.0
1742919217.0,49.38448167,1.06863,134.8,0.0
1742919218.0,49.38448167,1.06863167,134.6,0.0
1742919219.0,49.38448,1.06865,134.7,0.0
1742919220.0,49.38447667,1.06867333,135.4,0.0
1742919221.0,49.38446833,1.068705,140.6,0.0
1742919222.0,49.38445667,1.06870167,140.3,0.0
1742919223.0,49.38444667,1.06870333,140.0,0.0
1742919224.0,49.38441833,1.06867833,135.5,0.0
1742919225.0,49.384405,1.06868833,135.4,0.0
1742919226.0,49.384395,1.06869667,135.4,0.0
1742919227.0,49.38438667,1.06871,134.9,0.0
1742919228.0,49.38437167,1.06870333,133.8,0.0
1742919229.0,49.38434167,1.06874,133.7,0.0
1742919230.0,49.38433333,1.06875,133.4,0.0
1742919231.0,49.38433667,1.06877833,132.4,0.0
1742919232.0,49.38435333,1.06879167,130.3,0.0
1742919233.0,49.38433833,1.06879667,129.3,0.0
1742919243.0,49.38433833,1.06879333,122.9,0.0
